Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof
38,2.48475980758667,-2.296377420425415,63.2772216796875,-2.6536747485522896,2.3952567662702493,-107.7784499385923,-10.03866,7.143174,21.574774,30.024134,-23.411945,-2.1128302,3.108351,-1.3968443,-12.273222,11.505123,-16.627214,4.5570416,3.2839901,8.311019,25.89106,-28.490738,55.66619,0.27050173,-27.096704,41.209873,47.743835
39,2.6171019077301025,-2.483342170715332,63.26945495605469,-2.334063791456477,2.5253945704395315,-107.91381769620999,-9.812199,6.5575986,21.79135,29.53046,-23.37538,-2.0228283,2.5100493,-2.0762126,-12.187177,12.942615,-17.286905,4.678608,3.5124002,8.528988,25.838213,-28.863937,55.540195,0.102278925,-27.142326,40.632153,48.296936
40,2.7603421211242676,-2.663933277130127,63.2566032409668,-1.9913638272463239,2.6569214363243945,-108.05929239864645,-9.580293,5.9356747,22.006485,29.000893,-23.323519,-1.9044509,1.8309954,-2.7987547,-12.077424,14.560605,-17.91593,4.8293257,3.7192981,8.776627,25.77193,-29.161318,55.377888,-0.085540965,-27.19194,40.13497,48.837498
41,2.91023588180542,-2.8428478240966797,63.23798751831055,-1.6118990917114255,2.8005586585419473,-108.22152350812414,-9.349891,5.259632,22.225595,28.435913,-23.261623,-1.7506369,1.0651096,-3.5808234,-11.968567,16.355194,-18.562141,5.0032325,3.8712327,9.112816,25.69578,-29.291609,55.137478,-0.32435727,-27.242023,39.751648,49.375534
42,3.0518906116485596,-3.0269439220428467,63.22134780883789,-1.1984465220750253,2.9569692081106074,-108.40131371944362,-9.114331,4.53159,22.45598,27.830307,-23.187218,-1.5727917,0.203043,-4.424462,-11.850077,18.343616,-19.243694,5.185557,3.9983997,9.502038,25.609888,-29.32576,54.845337,-0.5971272,-27.297329,39.441353,49.91314
43,3.1936607360839844,-3.204801321029663,63.20674514770508,-0.7812611752346652,3.1047694626714732,-108.58274410176836,-8.863985,3.7904415,22.681776,27.202154,-23.099876,-1.3832297,-0.73772544,-5.2912703,-11.674963,20.515604,-19.843496,5.3903236,4.09389,9.912219,25.526999,-29.320492,54.52414,-0.89476395,-27.352842,39.24657,50.443172
44,3.3332879543304443,-3.387449026107788,63.1985969543457,-0.38826745771877014,3.2224674998537854,-108.75085892652264,-8.590418,3.0728962,22.887093,26.56752,-22.998117,-1.1928943,-1.7386873,-6.1427665,-11.396494,22.858181,-20.240036,5.632776,4.155194,10.303848,25.450815,-29.338175,54.204433,-1.1953139,-27.414366,39.200027,50.944324
45,3.470217704772949,-3.5664758682250977,63.187068939208984,-0.018118239411514442,3.3018419657203677,-108.90640868070429,-8.292204,2.378718,23.069708,25.932854,-22.882816,-0.99456906,-2.8046536,-6.987217,-10.9911,25.403513,-20.402582,5.967991,4.1820555,10.687409,25.383265,-29.373419,53.88273,-1.5056845,-27.480453,39.354935,51.41903
46,3.610189199447632,-3.742288112640381,63.173274993896484,0.3443480146335753,3.355726734196523,-109.05661847585431,-7.9712634,1.6874975,23.238234,25.284544,-22.75183,-0.78624094,-3.942589,-7.8364086,-10.487369,28.139692,-20.390562,6.367954,4.1756477,11.075061,25.31753,-29.400465,53.547398,-1.8229142,-27.553112,39.67417,51.86779
47,3.740504026412964,-3.9161946773529053,63.1596565246582,0.6916130318631714,3.3937979122431763,-109.1956983473262,-7.6342387,1.011349,23.392195,24.629505,-22.610683,-0.58650374,-5.1279087,-8.654059,-9.917988,30.96708,-20.211994,6.7257857,4.141225,11.44506,25.26149,-29.450445,53.195335,-2.135168,-27.62026,40.064274,52.30039
48,3.893130302429199,-4.097925662994385,63.150936126708984,1.016874912260039,3.425281978321809,-109.31790152027439,-7.279131,0.35682425,23.530512,23.946283,-22.451931,-0.41047907,-6.3340325,-9.40689,-9.315395,33.784687,-19.87144,6.9349217,4.072367,11.776211,25.217684,-29.5418,52.827877,-2.4331853,-27.679512,40.442333,52.71963
49,4.036040782928467,-4.280036926269531,63.14402770996094,1.326570047367358,3.448879351698672,-109.42951126014559,-6.9100304,-0.27980387,23.65367,23.237446,-22.273619,-0.25225338,-7.5475645,-10.10353,-8.657324,36.56872,-19.246527,7.1162505,3.9699748,12.084675,25.183987,-29.674698,52.425606,-2.7304285,-27.732971,40.81852,53.134563
50,4.151086330413818,-4.475517272949219,63.143898010253906,1.5852287968609358,3.462996291287376,-109.53080308748841,-6.5519805,-0.8495376,23.75702,22.568434,-22.113302,-0.10789964,-8.773439,-10.713428,-7.9480987,39.33595,-18.353737,7.2675686,3.895197,12.34895,25.180761,-29.82438,52.01077,-2.8705542,-27.750233,41.006077,53.4532
51,4.264410018920898,-4.657052516937256,63.14541244506836,1.8931192915703738,3.465063124093687,-109.60704627400064,-6.133017,-1.4942479,23.84914,21.75605,-21.869495,0.020955432,-10.047365,-11.337471,-7.228941,42.166405,-17.474894,7.1263638,3.6690695,12.603544,25.148348,-30.046831,51.568455,-3.2899323,-27.82209,41.606907,53.920963
52,4.368419170379639,-4.81117582321167,63.1469612121582,2.0935599601724864,3.470759308438284,-109.64361371189064,-5.752761,-2.0038025,23.912355,21.04586,-21.688992,0.105885565,-11.327771,-11.786958,-6.6182656,44.92132,-16.756506,6.413465,3.4701414,12.746444,25.15361,-30.20842,51.199047,-3.368107,-27.834414,41.771774,54.15589
53,4.461431980133057,-5.001358509063721,63.15898132324219,2.273807613782954,3.4666998975205487,-109.63361541608832,-5.3321433,-2.5041363,23.956005,20.250647,-21.472733,0.1216909,-12.677444,-12.165421,-6.1539354,47.805153,-16.253317,4.7318835,3.1877987,12.812032,25.167013,-30.437141,50.860107,-3.477624,-27.849794,41.983788,54.395832
54,4.5510945320129395,-5.189853668212891,63.16752624511719,2.3478930665380076,3.441907739427195,-109.57096995350757,-4.9418635,-2.863454,23.960089,19.578388,-21.332588,0.07841862,-14.029625,-12.38794,-5.8564854,50.699745,-15.7937155,2.329971,2.8181872,12.797246,25.18159,-30.605417,50.632023,-3.4872968,-27.857452,42.110233,54.505455
55,4.6340436935424805,-5.382144451141357,63.17226791381836,2.459989830273578,3.4312232205723494,-109.49704552687409,-4.5102987,-3.286996,23.957573,18.764719,-21.106514,0.05725469,-15.34277,-12.59327,-5.5705633,53.37111,-15.428674,-0.028595412,2.4217515,12.732549,25.20261,-30.814964,50.353245,-3.5062747,-27.865381,42.25551,54.64019
56,4.713226318359375,-5.570118427276611,63.172996520996094,2.581098934339121,3.4343071775653913,-109.40427835775559,-4.0921845,-3.7180543,23.925331,17.957277,-20.856607,0.11973558,-16.50842,-12.726126,-5.206471,55.544205,-15.19128,-1.5891994,2.025778,12.607491,25.228271,-31.038584,50.060333,-3.5260031,-27.872906,42.40282,54.78881
57,4.797287464141846,-5.766705513000488,63.188804626464844,2.7085033440338506,3.4556488876443465,-109.29379139629484,-3.710024,-4.1460085,23.864494,17.20411,-20.595257,0.31359723,-17.499601,-12.767331,-4.6862707,57.166283,-15.200097,-2.0232604,1.631107,12.4178915,25.257221,-31.258896,49.753563,-3.53835,-27.879745,42.544044,54.935837
58,4.885483741760254,-5.98116397857666,63.20827102661133,2.8298892587953626,3.4888175458610213,-109.1628826237825,-3.356106,-4.553884,23.778633,16.500374,-20.331724,0.5921432,-18.374332,-12.707575,-4.058032,58.40536,-15.425269,-1.7687852,1.2195239,12.16596,25.289219,-31.468803,49.44577,-3.5353937,-27.885513,42.674145,55.066944
59,4.957470417022705,-6.193604946136475,63.22793960571289,2.9307530566786637,3.5272980957602798,-109.0160388322326,-3.0060396,-4.9342117,23.667002,15.805374,-20.066635,0.8784337,-19.172522,-12.537454,-3.384114,59.331978,-15.694239,-1.2161434,0.7967583,11.859146,25.323643,-31.659653,49.1557,-3.504368,-27.889435,42.784576,55.181667
