Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof
0,-7.0142598152160645,-348.09417724609375,62.567657470703125,6.251373260722143,2.5324883306717223,-103.29955453926414,-13.6209078542,-6.22762468173,26.6813492787,3.07958950492,-10.7180506018,0.648953661858,-7.26988257336,-7.71597848537,-1.06253670103,55.837803464,-11.9423339534,0.0159221185201,7.58682709508,7.67651806347,25.0890378986,-34.5166479121,53.116264047,-7.05076590361,-28.2413259609,38.8288109439,51.9366534499
1,-6.960359410461356,-348.6950694086753,62.619384520709545,6.413092066832145,2.441202001689544,-103.5811403430994,-12.9073533906,-6.7211308062,26.6022163131,2.50905511467,-10.9673014322,0.759958443937,-7.89872633657,-7.96912168876,-1.2009953178,56.0469469841,-11.5745459967,0.229595393243,6.88238176836,7.13333161608,25.164129406,-34.1650083999,52.8097078453,-6.87061394424,-28.2190518999,39.4844961459,52.2975644233
2,-6.915614611003025,-349.27976465981124,62.66403636445228,6.4616801882221795,2.3201702756312512,-103.7322334825729,-12.1874379178,-7.19461380169,26.5179431599,1.99495675104,-11.2209096771,0.86702074606,-8.53443615214,-8.20702358109,-1.34442859547,56.2125050197,-11.2066506157,0.437510125596,6.18463527864,6.57201113873,25.2415120068,-33.8245553472,52.517011074,-6.66771314299,-28.1946949411,40.116497003,52.6485764796
3,-6.878199163347855,-349.85483301470595,62.705655086828074,6.520289300638502,2.1980090343899947,-103.81543176373228,-11.4624764802,-7.64720877332,26.4286837577,1.53823349962,-11.4784120793,0.96994500125,-9.1758507911,-8.42924959528,-1.49257452947,56.3341751518,-10.8393198321,0.639286524979,5.49486217513,5.99358197601,25.3210443488,-33.4959106478,52.2387083922,-6.44243413169,-28.1682995764,40.723659061,52.9890484371
4,-6.852299253730415,-350.4274853577042,62.74529586477468,6.491954672124205,2.038019721378444,-103.79662553844747,-10.7337933397,-8.07808898162,26.3346011538,1.13971964086,-11.7393382681,1.06854320136,-9.82179860365,-8.6353937988,-1.64516250678,56.4117351297,-10.4732246363,0.834556013472,4.81432244233,5.39910072429,25.4025811531,-33.1796746256,51.9753081655,-6.19518841965,-28.1399140212,41.3048732384,53.3183583676
5,-6.833997220881612,-350.99840181143225,62.78462804148963,6.445240769549951,1.871956332516315,-103.69196984347987,-10.0027195564,-8.48646735271,26.2358672054,0.800143126145,-12.0032116187,1.16263524048,-10.4710996594,-8.82507963521,-1.80191380025,56.4450432773,-10.1090337616,1.0229618991,4.14425919846,4.78965330179,25.4859734793,-32.8764249379,51.7272915382,-5.92642764202,-28.1095901267,41.8590778512,53.6359047321
6,-6.8235563117354765,-351.5597480942193,62.822978736049336,6.375930235269031,1.6996000841084884,-103.47260291178641,-9.27059055733,-8.87159791605,26.1326622665,0.520124248063,-12.2695501228,1.25204924397,-11.1225679029,-8.997960612,-1.96254207776,56.4340387518,-9.74741246277,1.2041600274,3.4858964247,4.16635296488,25.5710689975,-32.5867155203,51.4951115534,-5.63664273473,-28.0773832842,42.3852605534,53.9411074799
7,-6.815653625917691,-352.11562229744146,62.86018242226657,6.3111180319521525,1.5282794846367986,-103.23077364264185,-8.53874369697,-9.23277716707,26.025174858,0.300174507344,-12.5378672691,1.33662188238,-11.7750133195,-9.15372093353,-2.12675392523,56.3787416549,-9.3890213009,1.37781941006,2.84043672942,3.53033827456,25.6577122666,-32.3110755749,51.2791923263,-5.32636303779,-28.043352325,42.8824601852,54.2334091075
8,-6.816118053672834,-352.66029585231877,62.89495205295798,6.2092958651557835,1.3406617868288973,-102.88942407861565,-7.80851581452,-9.5693453522,25.9136013233,0.14069567852,-12.8076729322,1.41619866982,-12.4272441102,-9.29207607782,-2.2942493826,56.2792529957,-9.03451493661,1.54362282954,2.20905915133,2.88277101673,25.7457450185,-32.0500086036,51.0799282691,-4.99615532831,-28.0075594122,43.3497685295,54.5122756779
9,-6.820307141251343,-353.20241396936785,62.92739676013946,6.085684364052311,1.170439197594068,-102.5086030029072,-7.08124079181,-9.88068767406,25.7981454699,0.0419790760101,-13.0784742673,1.49063424615,-13.0780688675,-9.41277331637,-2.46472249175,56.1357545067,-8.68454093432,1.7012674185,1.59291700588,2.22483407992,25.8350064468,-31.8039914884,50.8976833703,-4.64662278521,-27.9700699275,43.7863319703,54.7771977951
10,-6.8300400552344644,-353.74122244504304,62.9577897078093,5.945296481233972,1.022189736025458,-102.099219243342,-6.35824711679,-10.1662354145,25.679018197,0.00420502199475,-13.3497766112,1.55979264248,-13.7262987526,-9.51559217572,-2.6378618554,55.9485083117,-8.33973857936,1.85046521307,0.993135778462,1.55772929464,25.9253335007,-31.5734736201,50.7327905305,-4.27840388741,-27.9309523516,44.1913530524,55.0276915352
11,-6.847362459853596,-354.2779202007986,62.99152338369628,5.709651645798074,0.9269705965826559,-101.4882912758778,-5.64085545682,-10.4254669733,25.5564371103,0.0274425170223,-13.6210843852,1.62354752959,-14.3707496665,-9.60034484026,-2.81335120588,55.7178564467,-8.00073771018,1.99094367883,0.410811068543,0.882675237938,26.0165611829,-31.3588760777,50.5855509537,-3.89217124754,-27.8902781392,44.564091938,55.26329933
12,-6.866661537742229,-354.81413340418254,63.017529856828,5.522457618975433,0.8449959314802243,-101.02052284623586,-4.93037624626,-10.6579088214,25.4306261243,0.11164911397,-13.8919020009,1.68178244865,-15.0102444132,-9.66687649523,-2.99086998293,55.4442202355,-7.66815756785,2.12244620866,-0.15299341161,0.20090500756,26.1085228511,-31.1605908591,50.4562335972,-3.48863038332,-27.8481215886,44.9038677579,55.483590803
13,-6.885624184668625,-355.3428517481335,63.04432966669104,5.3378325860584654,0.784463333141135,-100.61759371536229,-4.22810729274,-10.8631363652,25.3018150536,0.25667099558,-14.1617347652,1.73439102395,-15.6436148499,-9.71506560959,-3.17009391918,55.1280995197,-7.34260566493,2.24473259147,-0.697247779993,-0.486336030567,26.201050522,-30.9789801649,50.3450746805,-3.06851842877,-27.8045597055,45.2100598554,55.6881635553
14,-6.909205725203535,-355.86197825566825,63.06577965648293,5.150307960051172,0.7608781953636651,-100.27965923540073,-3.53533140648,-11.0407747228,25.1702391929,0.462243255434,-14.4300897841,1.78127715724,-16.2697040209,-9.74482415796,-3.3506956325,54.7700717462,-7.02467667575,2.35757945098,-1.22095786611,-1.17779251718,26.2939751786,-30.8143757372,50.2522772539,-2.63260278779,-27.759672063,45.4821089201,55.876643901
15,-6.934317717895978,-356.3893439283192,63.09101834664728,4.941735480023708,0.7976084794387804,-99.96283450000632,-2.85331405707,-11.1904994083,25.0361388873,0.727990381845,-14.6964768626,1.82235520327,-16.887368271,-9.75609778143,-3.53234522404,54.3707909117,-6.71495135012,2.46078065377,-1.72316702699,-1.8722013928,26.3871270787,-30.667078253,50.178010827,-2.18167973228,-27.7135406558,45.7195180094,56.0486875497
16,-6.960980699566463,-356.9114076973063,63.11255980694411,4.754201056767481,0.8149037074044037,-99.71513894050433,-2.18330106184,-11.312036925,24.899759093,1.05342694379,-14.9604094009,1.85755012618,-17.4954793343,-9.74886588687,-3.71471088081,53.9309863686,-6.4139954525,2.5541476858,-2.20295789465,-2.56829420492,26.4803360648,-30.5373567755,50.1224110598,-1.71657294767,-27.6662497505,45.9218534565,56.2039802353
17,-6.9889481782269,-357.42784260517743,63.12973878584439,4.578523447937503,0.8126109682192427,-99.51978930740503,-1.5265163102,-11.4051652643,24.7613489304,1.43795847765,-15.2214052826,1.88679763665,-18.0929263955,-9.72314168452,-3.89745948183,53.4514614927,-6.12235872854,2.63750999676,-2.65945405183,-3.26479942505,26.5734318755,-30.4254482625,50.0855795145,-1.23813202834,-27.6178857317,46.0887456622,56.3422382899
18,-7.016793966759806,-357.95232926284007,63.144857866291716,4.411004693210155,0.7882324848952253,-99.39110583936207,-0.884159527957,-11.4697143121,24.6211612283,1.88088257306,-15.4789877555,1.91004430926,-18.6786181189,-9.6789721639,-4.08025720658,52.9330922152,-5.8405739009,2.71071531162,-3.0918216329,-3.96044477137,26.6662444557,-30.3315571333,50.06758347,-0.747230925647,-27.5685369444,46.2198897703,56.4632091625
19,-7.0398989764363735,-358.4713876366704,63.1557831383098,4.250956798098931,0.7551045545514972,-99.32057039229578,-0.257404085884,-11.5055661589,24.479452063,2.381390156,-15.7326863028,1.92724768013,-19.2514846419,-9.61643800793,-4.26277014484,52.3768254233,-5.56915569609,2.77362990878,-3.49927084706,-4.65395953275,26.7586042681,-30.2558548956,50.0684557989,-0.244766351529,-27.5182935321,46.3150462245,56.5666718797
20,-7.059383330563923,-358.9930525856226,63.16044172707858,4.092671346455215,0.7164507301886924,-99.27892906203196,0.352605143689,-11.5126553153,24.3364802894,2.9385669667,-15.9820375021,1.93837632446,-19.8104795292,-9.53565344557,-4.44466490657,51.7836772301,-5.30859990429,2.82613886434,-3.88105742103,-5.34407688995,26.8503426022,-30.1984798321,50.088194908,0.268343859477,-27.4672472729,46.3740412058,56.6524374498
21,-7.084549201247385,-359.51003914443226,63.160888260219394,3.945183882142414,0.6599893779068199,-99.23870400011452,0.944753878152,-11.4909688318,24.1925070692,3.5513952297,-16.2265858723,1.94340991393,-20.3545816841,-9.43676604316,-4.62560923096,51.1547311188,-5.05938247371,2.86814626203,-4.23648395856,-6.02953622961,26.9412918827,-30.1595367477,50.1267647403,0.791162426822,-27.4154914112,46.3967669501,56.7203492078
22,-7.108607890688124,-360.027544037288,63.15350491051963,3.774622597669863,0.6059227976981975,-99.19947973348485,1.51796046004,-11.4405463224,24.0477953933,4.21875551295,-16.4658847054,1.94233925388,-20.8827972144,-9.31995643489,-4.8052725933,50.4911359634,-4.82195864113,2.89957536838,-4.56490121438,-6.70908544705,27.0312859758,-30.1390967784,50.1840948418,1.32273433604,-27.3631204875,46.3831819451,56.7702831017
